ano,nivel,territorio,territorio_codigo,categoria,subcategoria,classe,preco,unidade
2018,Municipio,Rebouças,,Classe de Terra,A-II,,30300.0,R$/ha
2018,Municipio,Rebouças,,Classe de Terra,A-III,,21500.0,R$/ha
2018,Municipio,Rebouças,,Classe de Terra,A-IV,,13700.0,R$/ha
2018,Municipio,Rebouças,,Classe de Terra,B-VI,,9500.0,R$/ha
2018,Municipio,Rebouças,,Classe de Terra,B-VII,,6100.0,R$/ha
2018,Municipio,Renascença,,Classe de Terra,A-I,,47500.0,R$/ha
2018,Municipio,Renascença,,Classe de Terra,A-II,,37600.0,R$/ha
2018,Municipio,Renascença,,Classe de Terra,A-III,,27700.0,R$/ha
2018,Municipio,Renascença,,Classe de Terra,A-IV,,19100.0,R$/ha
2018,Municipio,Renascença,,Classe de Terra,B-VI,,13200.0,R$/ha
2018,Municipio,Renascença,,Classe de Terra,B-VII,,4700.0,R$/ha
2018,Municipio,Reserva,,Classe de Terra,A-I,,25900.0,R$/ha
2018,Municipio,Reserva,,Classe de Terra,A-II,,19100.0,R$/ha
2018,Municipio,Reserva,,Classe de Terra,A-III,,9500.0,R$/ha
2018,Municipio,Reserva,,Classe de Terra,A-IV,,3900.0,R$/ha
2018,Municipio,Reserva do Iguaçu,,Classe de Terra,A-I,,43000.0,R$/ha
2018,Municipio,Reserva do Iguaçu,,Classe de Terra,A-II,,31400.0,R$/ha
2018,Municipio,Reserva do Iguaçu,,Classe de Terra,A-III,,20400.0,R$/ha
2018,Municipio,Reserva do Iguaçu,,Classe de Terra,A-IV,,11400.0,R$/ha
2018,Municipio,Reserva do Iguaçu,,Classe de Terra,B-VI,,8400.0,R$/ha
2018,Municipio,Reserva do Iguaçu,,Classe de Terra,B-VII,,3500.0,R$/ha
2018,Municipio,Ribeirão Claro,,Classe de Terra,A-I,,21300.0,R$/ha
2018,Municipio,Ribeirão Claro,,Classe de Terra,A-II,,16900.0,R$/ha
2018,Municipio,Ribeirão Claro,,Classe de Terra,A-III,,9100.0,R$/ha
2018,Municipio,Ribeirão Claro,,Classe de Terra,A-IV,,4300.0,R$/ha
2018,Municipio,Ribeirão do Pinhal,,Classe de Terra,A-I,,36800.0,R$/ha
2018,Municipio,Ribeirão do Pinhal,,Classe de Terra,A-II,,29400.0,R$/ha
2018,Municipio,Ribeirão do Pinhal,,Classe de Terra,A-III,,23100.0,R$/ha
2018,Municipio,Ribeirão do Pinhal,,Classe de Terra,A-IV,,13700.0,R$/ha
2018,Municipio,Ribeirão do Pinhal,,Classe de Terra,B-VI,,8600.0,R$/ha
2018,Municipio,Ribeirão do Pinhal,,Classe de Terra,B-VII,,3200.0,R$/ha
2018,Municipio,Rio Azul,,Classe de Terra,A-I,,32300.0,R$/ha
2018,Municipio,Rio Azul,,Classe de Terra,A-II,,25600.0,R$/ha
2018,Municipio,Rio Azul,,Classe de Terra,A-III,,19100.0,R$/ha
2018,Municipio,Rio Azul,,Classe de Terra,A-IV,,11600.0,R$/ha
2018,Municipio,Rio Azul,,Classe de Terra,B-VI,,8000.0,R$/ha
2018,Municipio,Rio Azul,,Classe de Terra,B-VII,,5200.0,R$/ha
2018,Municipio,Rio Bom,,Classe de Terra,A-I,,54200.0,R$/ha
2018,Municipio,Rio Bom,,Classe de Terra,A-II,,43300.0,R$/ha
2018,Municipio,Rio Bom,,Classe de Terra,A-III,,36500.0,R$/ha
2018,Municipio,Rio Bom,,Classe de Terra,A-IV,,30200.0,R$/ha
2018,Municipio,Rio Bom,,Classe de Terra,B-VI,,19400.0,R$/ha
2018,Municipio,Rio Bom,,Classe de Terra,B-VII,,13000.0,R$/ha
2018,Municipio,Rio Bom,,Classe de Terra,C-VIII,,8400.0,R$/ha
2018,Municipio,Rio Bonito do Iguaçu,,Classe de Terra,A-I,,37100.0,R$/ha
2018,Municipio,Rio Bonito do Iguaçu,,Classe de Terra,A-II,,29000.0,R$/ha
2018,Municipio,Rio Bonito do Iguaçu,,Classe de Terra,A-III,,23300.0,R$/ha
2018,Municipio,Rio Bonito do Iguaçu,,Classe de Terra,A-IV,,14400.0,R$/ha
2018,Municipio,Rio Bonito do Iguaçu,,Classe de Terra,B-VI,,12100.0,R$/ha
2018,Municipio,Rio Bonito do Iguaçu,,Classe de Terra,B-VII,,5200.0,R$/ha
2018,Municipio,Rio Branco do Ivaí,,Classe de Terra,A-I,,28000.0,R$/ha
2018,Municipio,Rio Branco do Ivaí,,Classe de Terra,A-II,,20000.0,R$/ha
2018,Municipio,Rio Branco do Ivaí,,Classe de Terra,A-III,,11200.0,R$/ha
2018,Municipio,Rio Branco do Ivaí,,Classe de Terra,A-IV,,4700.0,R$/ha
2018,Municipio,Rio Branco do Sul,,Classe de Terra,A-I,,22300.0,R$/ha
2018,Municipio,Rio Branco do Sul,,Classe de Terra,A-II,,17500.0,R$/ha
2018,Municipio,Rio Branco do Sul,,Classe de Terra,A-III,,6300.0,R$/ha
2018,Municipio,Rio Branco do Sul,,Classe de Terra,A-IV,,4300.0,R$/ha
2018,Municipio,Rio Negro,,Classe de Terra,A-I,,39200.0,R$/ha
2018,Municipio,Rio Negro,,Classe de Terra,A-II,,31300.0,R$/ha
2018,Municipio,Rio Negro,,Classe de Terra,A-III,,23500.0,R$/ha
2018,Municipio,Rio Negro,,Classe de Terra,A-IV,,16500.0,R$/ha
2018,Municipio,Rio Negro,,Classe de Terra,B-VI,,8200.0,R$/ha
2018,Municipio,Rio Negro,,Classe de Terra,B-VII,,5600.0,R$/ha
2018,Municipio,Rolândia,,Classe de Terra,A-I,,70200.0,R$/ha
2018,Municipio,Rolândia,,Classe de Terra,A-II,,56100.0,R$/ha
2018,Municipio,Rolândia,,Classe de Terra,A-III,,47800.0,R$/ha
2018,Municipio,Rolândia,,Classe de Terra,A-IV,,37100.0,R$/ha
2018,Municipio,Rolândia,,Classe de Terra,B-VI,,22700.0,R$/ha
2018,Municipio,Rolândia,,Classe de Terra,B-VII,,19500.0,R$/ha
2018,Municipio,Rolândia,,Classe de Terra,C-VIII,,8400.0,R$/ha
2018,Municipio,Roncador,,Classe de Terra,A-I,,62900.0,R$/ha
2018,Municipio,Roncador,,Classe de Terra,A-II,,47200.0,R$/ha
2018,Municipio,Roncador,,Classe de Terra,A-III,,35600.0,R$/ha
2018,Municipio,Roncador,,Classe de Terra,A-IV,,26700.0,R$/ha
2018,Municipio,Roncador,,Classe de Terra,B-VI,,19900.0,R$/ha
2018,Municipio,Roncador,,Classe de Terra,B-VII,,15700.0,R$/ha
2018,Municipio,Roncador,,Classe de Terra,C-VIII,,5400.0,R$/ha
2018,Municipio,Rondon,,Classe de Terra,A-I,,35100.0,R$/ha
2018,Municipio,Rondon,,Classe de Terra,A-II,,29400.0,R$/ha
2018,Municipio,Rondon,,Classe de Terra,A-III,,22400.0,R$/ha
2018,Municipio,Rondon,,Classe de Terra,A-IV,,21200.0,R$/ha
2018,Municipio,Rondon,,Classe de Terra,B-VI,,16300.0,R$/ha
2018,Municipio,Rondon,,Classe de Terra,B-VII,,6200.0,R$/ha
2018,Municipio,Rosário do Ivaí,,Classe de Terra,A-I,,28000.0,R$/ha
2018,Municipio,Rosário do Ivaí,,Classe de Terra,A-II,,20000.0,R$/ha
2018,Municipio,Rosário do Ivaí,,Classe de Terra,A-III,,11200.0,R$/ha
2018,Municipio,Rosário do Ivaí,,Classe de Terra,A-IV,,4700.0,R$/ha
2018,Municipio,Sabáudia,,Classe de Terra,A-I,,70800.0,R$/ha
2018,Municipio,Sabáudia,,Classe de Terra,A-II,,56500.0,R$/ha
2018,Municipio,Sabáudia,,Classe de Terra,A-III,,45900.0,R$/ha
2018,Municipio,Sabáudia,,Classe de Terra,A-IV,,37100.0,R$/ha
2018,Municipio,Sabáudia,,Classe de Terra,B-VI,,25300.0,R$/ha
2018,Municipio,Sabáudia,,Classe de Terra,B-VII,,17000.0,R$/ha
2018,Municipio,Sabáudia,,Classe de Terra,C-VIII,,11100.0,R$/ha
2018,Municipio,Salgado Filho,,Classe de Terra,A-I,,40300.0,R$/ha
2018,Municipio,Salgado Filho,,Classe de Terra,A-II,,30900.0,R$/ha
2018,Municipio,Salgado Filho,,Classe de Terra,A-III,,22800.0,R$/ha
2018,Municipio,Salgado Filho,,Classe de Terra,A-IV,,15400.0,R$/ha
2018,Municipio,Salgado Filho,,Classe de Terra,B-VI,,10100.0,R$/ha
2018,Municipio,Salgado Filho,,Classe de Terra,B-VII,,3600.0,R$/ha
2018,Municipio,Salto do Itararé,,Classe de Terra,A-I,,23700.0,R$/ha
2018,Municipio,Salto do Itararé,,Classe de Terra,A-II,,18900.0,R$/ha
2018,Municipio,Salto do Itararé,,Classe de Terra,A-III,,9500.0,R$/ha
2018,Municipio,Salto do Itararé,,Classe de Terra,A-IV,,3300.0,R$/ha
2018,Municipio,Salto do Lontra,,Classe de Terra,A-I,,46400.0,R$/ha
2018,Municipio,Salto do Lontra,,Classe de Terra,A-II,,35800.0,R$/ha
2018,Municipio,Salto do Lontra,,Classe de Terra,A-III,,26600.0,R$/ha
2018,Municipio,Salto do Lontra,,Classe de Terra,A-IV,,18300.0,R$/ha
2018,Municipio,Salto do Lontra,,Classe de Terra,B-VI,,12500.0,R$/ha
2018,Municipio,Salto do Lontra,,Classe de Terra,B-VII,,4500.0,R$/ha
2018,Municipio,Santa Amélia,,Classe de Terra,A-I,,34600.0,R$/ha
2018,Municipio,Santa Amélia,,Classe de Terra,A-II,,28400.0,R$/ha
2018,Municipio,Santa Amélia,,Classe de Terra,A-III,,21800.0,R$/ha
2018,Municipio,Santa Amélia,,Classe de Terra,A-IV,,14300.0,R$/ha
2018,Municipio,Santa Amélia,,Classe de Terra,B-VI,,8300.0,R$/ha
2018,Municipio,Santa Amélia,,Classe de Terra,B-VII,,3200.0,R$/ha
2018,Municipio,Santa Cecília do Pavão,,Classe de Terra,A-I,,36100.0,R$/ha
2018,Municipio,Santa Cecília do Pavão,,Classe de Terra,A-II,,28600.0,R$/ha
2018,Municipio,Santa Cecília do Pavão,,Classe de Terra,A-III,,22100.0,R$/ha
2018,Municipio,Santa Cecília do Pavão,,Classe de Terra,A-IV,,14000.0,R$/ha
2018,Municipio,Santa Cecília do Pavão,,Classe de Terra,B-VI,,8400.0,R$/ha
2018,Municipio,Santa Cecília do Pavão,,Classe de Terra,B-VII,,3200.0,R$/ha
2018,Municipio,Santa Cruz de Monte Castelo,,Classe de Terra,A-I,,34400.0,R$/ha
2018,Municipio,Santa Cruz de Monte Castelo,,Classe de Terra,A-II,,28900.0,R$/ha
2018,Municipio,Santa Cruz de Monte Castelo,,Classe de Terra,A-III,,21700.0,R$/ha
2018,Municipio,Santa Cruz de Monte Castelo,,Classe de Terra,A-IV,,21100.0,R$/ha
2018,Municipio,Santa Cruz de Monte Castelo,,Classe de Terra,B-VI,,15800.0,R$/ha
2018,Municipio,Santa Cruz de Monte Castelo,,Classe de Terra,B-VII,,5900.0,R$/ha
2018,Municipio,Santa Fé,,Classe de Terra,A-I,,40200.0,R$/ha
2018,Municipio,Santa Fé,,Classe de Terra,A-II,,34800.0,R$/ha
2018,Municipio,Santa Fé,,Classe de Terra,A-III,,29300.0,R$/ha
2018,Municipio,Santa Fé,,Classe de Terra,A-IV,,20100.0,R$/ha
2018,Municipio,Santa Fé,,Classe de Terra,B-VI,,6000.0,R$/ha
2018,Municipio,Santa Helena,,Classe de Terra,A-I,,73200.0,R$/ha
2018,Municipio,Santa Helena,,Classe de Terra,A-II,,61000.0,R$/ha
2018,Municipio,Santa Helena,,Classe de Terra,A-III,,46800.0,R$/ha
2018,Municipio,Santa Helena,,Classe de Terra,A-IV,,35100.0,R$/ha
2018,Municipio,Santa Helena,,Classe de Terra,B-VI,,21700.0,R$/ha
2018,Municipio,Santa Helena,,Classe de Terra,B-VII,,15700.0,R$/ha
2018,Municipio,Santa Helena,,Classe de Terra,C-VIII,,8500.0,R$/ha
2018,Municipio,Santa Inês,,Classe de Terra,A-I,,36900.0,R$/ha
2018,Municipio,Santa Inês,,Classe de Terra,A-II,,32200.0,R$/ha
2018,Municipio,Santa Inês,,Classe de Terra,A-III,,27500.0,R$/ha
2018,Municipio,Santa Inês,,Classe de Terra,A-IV,,18400.0,R$/ha
2018,Municipio,Santa Inês,,Classe de Terra,B-VI,,5600.0,R$/ha
2018,Municipio,Santa Isabel do Ivaí,,Classe de Terra,A-I,,34400.0,R$/ha
2018,Municipio,Santa Isabel do Ivaí,,Classe de Terra,A-II,,28800.0,R$/ha
2018,Municipio,Santa Isabel do Ivaí,,Classe de Terra,A-III,,22100.0,R$/ha
2018,Municipio,Santa Isabel do Ivaí,,Classe de Terra,A-IV,,21100.0,R$/ha
2018,Municipio,Santa Isabel do Ivaí,,Classe de Terra,B-VI,,15800.0,R$/ha
2018,Municipio,Santa Isabel do Ivaí,,Classe de Terra,B-VII,,5800.0,R$/ha
2018,Municipio,Santa Izabel do Oeste,,Classe de Terra,A-I,,46200.0,R$/ha
2018,Municipio,Santa Izabel do Oeste,,Classe de Terra,A-II,,36500.0,R$/ha
2018,Municipio,Santa Izabel do Oeste,,Classe de Terra,A-III,,27000.0,R$/ha
2018,Municipio,Santa Izabel do Oeste,,Classe de Terra,A-IV,,18600.0,R$/ha
2018,Municipio,Santa Izabel do Oeste,,Classe de Terra,B-VI,,12600.0,R$/ha
2018,Municipio,Santa Izabel do Oeste,,Classe de Terra,B-VII,,4600.0,R$/ha
2018,Municipio,Santa Lúcia,,Classe de Terra,A-I,,59100.0,R$/ha
2018,Municipio,Santa Lúcia,,Classe de Terra,A-II,,40500.0,R$/ha
2018,Municipio,Santa Lúcia,,Classe de Terra,A-III,,27800.0,R$/ha
2018,Municipio,Santa Lúcia,,Classe de Terra,A-IV,,20900.0,R$/ha
2018,Municipio,Santa Lúcia,,Classe de Terra,B-VI,,15800.0,R$/ha
2018,Municipio,Santa Lúcia,,Classe de Terra,B-VII,,6900.0,R$/ha
2018,Municipio,Santa Maria do Oeste,,Classe de Terra,A-I,,38800.0,R$/ha
2018,Municipio,Santa Maria do Oeste,,Classe de Terra,A-II,,32100.0,R$/ha
2018,Municipio,Santa Maria do Oeste,,Classe de Terra,A-III,,25000.0,R$/ha
2018,Municipio,Santa Maria do Oeste,,Classe de Terra,A-IV,,18100.0,R$/ha
2018,Municipio,Santa Maria do Oeste,,Classe de Terra,B-VI,,14900.0,R$/ha
2018,Municipio,Santa Maria do Oeste,,Classe de Terra,B-VII,,7000.0,R$/ha
2018,Municipio,Santa Mariana,,Classe de Terra,A-I,,38000.0,R$/ha
2018,Municipio,Santa Mariana,,Classe de Terra,A-II,,31000.0,R$/ha
2018,Municipio,Santa Mariana,,Classe de Terra,A-III,,23800.0,R$/ha
2018,Municipio,Santa Mariana,,Classe de Terra,A-IV,,15500.0,R$/ha
2018,Municipio,Santa Mariana,,Classe de Terra,B-VI,,9300.0,R$/ha
2018,Municipio,Santa Mariana,,Classe de Terra,B-VII,,3200.0,R$/ha
2018,Municipio,Santa Mônica,,Classe de Terra,A-I,,34500.0,R$/ha
2018,Municipio,Santa Mônica,,Classe de Terra,A-II,,28900.0,R$/ha
2018,Municipio,Santa Mônica,,Classe de Terra,A-III,,22100.0,R$/ha
2018,Municipio,Santa Mônica,,Classe de Terra,A-IV,,21100.0,R$/ha
2018,Municipio,Santa Mônica,,Classe de Terra,B-VI,,15600.0,R$/ha
2018,Municipio,Santa Mônica,,Classe de Terra,B-VII,,5900.0,R$/ha
2018,Municipio,Santa Tereza do Oeste,,Classe de Terra,A-I,,74000.0,R$/ha
2018,Municipio,Santa Tereza do Oeste,,Classe de Terra,A-II,,59800.0,R$/ha
2018,Municipio,Santa Tereza do Oeste,,Classe de Terra,A-III,,44300.0,R$/ha
2018,Municipio,Santa Tereza do Oeste,,Classe de Terra,A-IV,,31600.0,R$/ha
2018,Municipio,Santa Tereza do Oeste,,Classe de Terra,B-VI,,22400.0,R$/ha
2018,Municipio,Santa Tereza do Oeste,,Classe de Terra,B-VII,,18300.0,R$/ha
2018,Municipio,Santa Tereza do Oeste,,Classe de Terra,C-VIII,,7400.0,R$/ha
2018,Municipio,Santa Terezinha de Itaipu,,Classe de Terra,A-I,,74200.0,R$/ha
2018,Municipio,Santa Terezinha de Itaipu,,Classe de Terra,A-II,,60100.0,R$/ha
2018,Municipio,Santa Terezinha de Itaipu,,Classe de Terra,A-III,,44400.0,R$/ha
2018,Municipio,Santa Terezinha de Itaipu,,Classe de Terra,A-IV,,31600.0,R$/ha
2018,Municipio,Santa Terezinha de Itaipu,,Classe de Terra,B-VI,,22700.0,R$/ha
2018,Municipio,Santa Terezinha de Itaipu,,Classe de Terra,B-VII,,18400.0,R$/ha
2018,Municipio,Santa Terezinha de Itaipu,,Classe de Terra,C-VIII,,7400.0,R$/ha
2018,Municipio,Santana do Itararé,,Classe de Terra,A-I,,23700.0,R$/ha
2018,Municipio,Santana do Itararé,,Classe de Terra,A-II,,18900.0,R$/ha
2018,Municipio,Santana do Itararé,,Classe de Terra,A-III,,9500.0,R$/ha
2018,Municipio,Santana do Itararé,,Classe de Terra,A-IV,,3300.0,R$/ha
2018,Municipio,Santo Antônio da Platina,,Classe de Terra,A-I,,36600.0,R$/ha
2018,Municipio,Santo Antônio da Platina,,Classe de Terra,A-II,,30800.0,R$/ha
2018,Municipio,Santo Antônio da Platina,,Classe de Terra,A-III,,21000.0,R$/ha
2018,Municipio,Santo Antônio da Platina,,Classe de Terra,A-IV,,10800.0,R$/ha
2018,Municipio,Santo Antônio da Platina,,Classe de Terra,B-VI,,8900.0,R$/ha
2018,Municipio,Santo Antônio da Platina,,Classe de Terra,B-VII,,3500.0,R$/ha
2018,Municipio,Santo Antônio do Caiuá,,Classe de Terra,A-I,,33300.0,R$/ha
2018,Municipio,Santo Antônio do Caiuá,,Classe de Terra,A-II,,27700.0,R$/ha
2018,Municipio,Santo Antônio do Caiuá,,Classe de Terra,A-III,,22100.0,R$/ha
2018,Municipio,Santo Antônio do Caiuá,,Classe de Terra,A-IV,,21200.0,R$/ha
2018,Municipio,Santo Antônio do Caiuá,,Classe de Terra,B-VI,,15000.0,R$/ha
2018,Municipio,Santo Antônio do Caiuá,,Classe de Terra,B-VII,,5500.0,R$/ha
2018,Municipio,Santo Antônio do Paraíso,,Classe de Terra,A-I,,35800.0,R$/ha
2018,Municipio,Santo Antônio do Paraíso,,Classe de Terra,A-II,,28400.0,R$/ha
2018,Municipio,Santo Antônio do Paraíso,,Classe de Terra,A-III,,21500.0,R$/ha
2018,Municipio,Santo Antônio do Paraíso,,Classe de Terra,A-IV,,13800.0,R$/ha
2018,Municipio,Santo Antônio do Paraíso,,Classe de Terra,B-VI,,8200.0,R$/ha
2018,Municipio,Santo Antônio do Paraíso,,Classe de Terra,B-VII,,3100.0,R$/ha
2018,Municipio,Santo Antônio do Sudoeste,,Classe de Terra,A-I,,42200.0,R$/ha
2018,Municipio,Santo Antônio do Sudoeste,,Classe de Terra,A-II,,32700.0,R$/ha
2018,Municipio,Santo Antônio do Sudoeste,,Classe de Terra,A-III,,24100.0,R$/ha
2018,Municipio,Santo Antônio do Sudoeste,,Classe de Terra,A-IV,,16500.0,R$/ha
2018,Municipio,Santo Antônio do Sudoeste,,Classe de Terra,B-VI,,11200.0,R$/ha
2018,Municipio,Santo Antônio do Sudoeste,,Classe de Terra,B-VII,,4000.0,R$/ha
2018,Municipio,Santo Inácio,,Classe de Terra,A-I,,36900.0,R$/ha
2018,Municipio,Santo Inácio,,Classe de Terra,A-II,,32200.0,R$/ha
2018,Municipio,Santo Inácio,,Classe de Terra,A-III,,27500.0,R$/ha
2018,Municipio,Santo Inácio,,Classe de Terra,A-IV,,18400.0,R$/ha
2018,Municipio,Santo Inácio,,Classe de Terra,B-VI,,5600.0,R$/ha
2018,Municipio,São Carlos do Ivaí,,Classe de Terra,A-I,,62000.0,R$/ha
2018,Municipio,São Carlos do Ivaí,,Classe de Terra,A-II,,48400.0,R$/ha
2018,Municipio,São Carlos do Ivaí,,Classe de Terra,A-III,,34600.0,R$/ha
2018,Municipio,São Carlos do Ivaí,,Classe de Terra,A-IV,,26400.0,R$/ha
2018,Municipio,São Carlos do Ivaí,,Classe de Terra,B-VI,,21200.0,R$/ha
2018,Municipio,São Carlos do Ivaí,,Classe de Terra,B-VII,,16800.0,R$/ha
2018,Municipio,São Carlos do Ivaí,,Classe de Terra,C-VIII,,6100.0,R$/ha
2018,Municipio,São Jerônimo da Serra,,Classe de Terra,A-I,,23600.0,R$/ha
2018,Municipio,São Jerônimo da Serra,,Classe de Terra,A-II,,19300.0,R$/ha
2018,Municipio,São Jerônimo da Serra,,Classe de Terra,A-III,,12300.0,R$/ha
2018,Municipio,São Jerônimo da Serra,,Classe de Terra,A-IV,,3100.0,R$/ha
2018,Municipio,São João,,Classe de Terra,A-I,,47400.0,R$/ha
2018,Municipio,São João,,Classe de Terra,A-II,,39900.0,R$/ha
2018,Municipio,São João,,Classe de Terra,A-III,,29900.0,R$/ha
2018,Municipio,São João,,Classe de Terra,A-IV,,16600.0,R$/ha
2018,Municipio,São João,,Classe de Terra,B-VI,,12600.0,R$/ha
2018,Municipio,São João,,Classe de Terra,B-VII,,3200.0,R$/ha
2018,Municipio,São João do Caiuá,,Classe de Terra,A-I,,33300.0,R$/ha
2018,Municipio,São João do Caiuá,,Classe de Terra,A-II,,27700.0,R$/ha
2018,Municipio,São João do Caiuá,,Classe de Terra,A-III,,22100.0,R$/ha
2018,Municipio,São João do Caiuá,,Classe de Terra,A-IV,,21200.0,R$/ha
2018,Municipio,São João do Caiuá,,Classe de Terra,B-VI,,15000.0,R$/ha
2018,Municipio,São João do Caiuá,,Classe de Terra,B-VII,,5500.0,R$/ha
2018,Municipio,São João do Ivaí,,Classe de Terra,A-I,,58400.0,R$/ha
2018,Municipio,São João do Ivaí,,Classe de Terra,A-II,,43100.0,R$/ha
2018,Municipio,São João do Ivaí,,Classe de Terra,A-III,,33200.0,R$/ha
2018,Municipio,São João do Ivaí,,Classe de Terra,A-IV,,22900.0,R$/ha
2018,Municipio,São João do Ivaí,,Classe de Terra,B-VI,,19900.0,R$/ha
2018,Municipio,São João do Ivaí,,Classe de Terra,B-VII,,14000.0,R$/ha
2018,Municipio,São João do Ivaí,,Classe de Terra,C-VIII,,6200.0,R$/ha
2018,Municipio,São João do Triunfo,,Classe de Terra,A-I,,34700.0,R$/ha
2018,Municipio,São João do Triunfo,,Classe de Terra,A-II,,29600.0,R$/ha
2018,Municipio,São João do Triunfo,,Classe de Terra,A-III,,28100.0,R$/ha
2018,Municipio,São João do Triunfo,,Classe de Terra,A-IV,,15000.0,R$/ha
2018,Municipio,São João do Triunfo,,Classe de Terra,B-VI,,10600.0,R$/ha
2018,Municipio,São João do Triunfo,,Classe de Terra,B-VII,,2500.0,R$/ha
2018,Municipio,São Jorge d'Oeste,,Classe de Terra,A-I,,44300.0,R$/ha
2018,Municipio,São Jorge d'Oeste,,Classe de Terra,A-II,,34000.0,R$/ha
2018,Municipio,São Jorge d'Oeste,,Classe de Terra,A-III,,25300.0,R$/ha
2018,Municipio,São Jorge d'Oeste,,Classe de Terra,A-IV,,17200.0,R$/ha
2018,Municipio,São Jorge d'Oeste,,Classe de Terra,B-VI,,11800.0,R$/ha
2018,Municipio,São Jorge d'Oeste,,Classe de Terra,B-VII,,4100.0,R$/ha
2018,Municipio,São Jorge do Ivaí,,Classe de Terra,A-I,,65100.0,R$/ha
2018,Municipio,São Jorge do Ivaí,,Classe de Terra,A-II,,54800.0,R$/ha
2018,Municipio,São Jorge do Ivaí,,Classe de Terra,A-III,,43700.0,R$/ha
2018,Municipio,São Jorge do Ivaí,,Classe de Terra,A-IV,,34500.0,R$/ha
2018,Municipio,São Jorge do Ivaí,,Classe de Terra,B-VI,,23900.0,R$/ha
2018,Municipio,São Jorge do Ivaí,,Classe de Terra,B-VII,,19700.0,R$/ha
2018,Municipio,São Jorge do Ivaí,,Classe de Terra,C-VIII,,8200.0,R$/ha
2018,Municipio,São Jorge do Patrocínio,,Classe de Terra,A-I,,27400.0,R$/ha
2018,Municipio,São Jorge do Patrocínio,,Classe de Terra,A-II,,22200.0,R$/ha
2018,Municipio,São Jorge do Patrocínio,,Classe de Terra,A-III,,22000.0,R$/ha
2018,Municipio,São Jorge do Patrocínio,,Classe de Terra,A-IV,,7900.0,R$/ha
2018,Municipio,São José da Boa Vista,,Classe de Terra,A-I,,33500.0,R$/ha
2018,Municipio,São José da Boa Vista,,Classe de Terra,A-II,,26200.0,R$/ha
2018,Municipio,São José da Boa Vista,,Classe de Terra,A-III,,19900.0,R$/ha
2018,Municipio,São José da Boa Vista,,Classe de Terra,A-IV,,11100.0,R$/ha
2018,Municipio,São José da Boa Vista,,Classe de Terra,B-VI,,9400.0,R$/ha
2018,Municipio,São José da Boa Vista,,Classe de Terra,B-VII,,3600.0,R$/ha
2018,Municipio,São José das Palmeiras,,Classe de Terra,A-I,,68700.0,R$/ha
2018,Municipio,São José das Palmeiras,,Classe de Terra,A-II,,56000.0,R$/ha
2018,Municipio,São José das Palmeiras,,Classe de Terra,A-III,,46300.0,R$/ha
2018,Municipio,São José das Palmeiras,,Classe de Terra,A-IV,,34300.0,R$/ha
2018,Municipio,São José das Palmeiras,,Classe de Terra,B-VI,,19800.0,R$/ha
2018,Municipio,São José das Palmeiras,,Classe de Terra,B-VII,,15500.0,R$/ha
2018,Municipio,São José das Palmeiras,,Classe de Terra,C-VIII,,8400.0,R$/ha
2018,Municipio,São José dos Pinhais,,Classe de Terra,A-I,,48700.0,R$/ha
2018,Municipio,São José dos Pinhais,,Classe de Terra,A-II,,38800.0,R$/ha
2018,Municipio,São José dos Pinhais,,Classe de Terra,A-III,,30200.0,R$/ha
2018,Municipio,São José dos Pinhais,,Classe de Terra,A-IV,,21400.0,R$/ha
2018,Municipio,São José dos Pinhais,,Classe de Terra,B-VI,,10600.0,R$/ha
2018,Municipio,São José dos Pinhais,,Classe de Terra,B-VII,,6900.0,R$/ha
2018,Municipio,São Manoel do Paraná,,Classe de Terra,A-I,,57700.0,R$/ha
2018,Municipio,São Manoel do Paraná,,Classe de Terra,A-II,,47800.0,R$/ha
2018,Municipio,São Manoel do Paraná,,Classe de Terra,A-III,,32000.0,R$/ha
2018,Municipio,São Manoel do Paraná,,Classe de Terra,A-IV,,23300.0,R$/ha
2018,Municipio,São Manoel do Paraná,,Classe de Terra,B-VI,,21300.0,R$/ha
2018,Municipio,São Manoel do Paraná,,Classe de Terra,B-VII,,16200.0,R$/ha
2018,Municipio,São Manoel do Paraná,,Classe de Terra,C-VIII,,6600.0,R$/ha
2018,Municipio,São Mateus do Sul,,Classe de Terra,A-I,,29300.0,R$/ha
2018,Municipio,São Mateus do Sul,,Classe de Terra,A-II,,24700.0,R$/ha
2018,Municipio,São Mateus do Sul,,Classe de Terra,A-III,,19200.0,R$/ha
2018,Municipio,São Mateus do Sul,,Classe de Terra,A-IV,,9600.0,R$/ha
2018,Municipio,São Mateus do Sul,,Classe de Terra,B-VI,,5500.0,R$/ha
2018,Municipio,São Mateus do Sul,,Classe de Terra,B-VII,,2300.0,R$/ha
2018,Municipio,São Miguel do Iguaçu,,Classe de Terra,A-I,,74100.0,R$/ha
2018,Municipio,São Miguel do Iguaçu,,Classe de Terra,A-II,,59200.0,R$/ha
2018,Municipio,São Miguel do Iguaçu,,Classe de Terra,A-III,,43200.0,R$/ha
2018,Municipio,São Miguel do Iguaçu,,Classe de Terra,A-IV,,31000.0,R$/ha
2018,Municipio,São Miguel do Iguaçu,,Classe de Terra,B-VI,,22300.0,R$/ha
2018,Municipio,São Miguel do Iguaçu,,Classe de Terra,B-VII,,18100.0,R$/ha
